fname,label,length
dog_bark\053.wav,dog_bark,4.0

dog_bark\054.wav,dog_bark,4.0

dog_bark\055.wav,dog_bark,4.0

dog_bark\056.wav,dog_bark,4.0

dog_bark\057.wav,dog_bark,4.0

dog_bark\058.wav,dog_bark,4.0

dog_bark\059.wav,dog_bark,4.0

dog_bark\060.wav,dog_bark,4.0

dog_bark\061.wav,dog_bark,4.0

dog_bark\062.wav,dog_bark,4.0

dog_bark\063.wav,dog_bark,4.0

dog_bark\064.wav,dog_bark,4.0

dog_bark\065.wav,dog_bark,4.0

dog_bark\066.wav,dog_bark,4.0

dog_bark\067.wav,dog_bark,4.0

dog_bark\068.wav,dog_bark,4.0

dog_bark\069.wav,dog_bark,4.0

dog_bark\070.wav,dog_bark,4.0

dog_bark\071.wav,dog_bark,4.0

dog_bark\072.wav,dog_bark,4.0

dog_bark\073.wav,dog_bark,4.0

dog_bark\074.wav,dog_bark,4.0

dog_bark\075.wav,dog_bark,4.0

dog_bark\076.wav,dog_bark,4.0

dog_bark\077.wav,dog_bark,4.0

dog_bark\078.wav,dog_bark,4.0

dog_bark\079.wav,dog_bark,4.0

dog_bark\080.wav,dog_bark,4.0

dog_bark\081.wav,dog_bark,4.0

dog_bark\082.wav,dog_bark,4.0

dog_bark\083.wav,dog_bark,4.0

dog_bark\084.wav,dog_bark,4.0

dog_bark\085.wav,dog_bark,4.0

dog_bark\086.wav,dog_bark,4.0

dog_bark\087.wav,dog_bark,4.0

dog_bark\088.wav,dog_bark,4.0

dog_bark\089.wav,dog_bark,4.0

dog_bark\090.wav,dog_bark,4.0

dog_bark\091.wav,dog_bark,4.0

dog_bark\092.wav,dog_bark,4.0

dog_bark\093.wav,dog_bark,4.0

dog_bark\094.wav,dog_bark,4.0

dog_bark\095.wav,dog_bark,4.0

dog_bark\096.wav,dog_bark,4.0

dog_bark\097.wav,dog_bark,4.0

dog_bark\098.wav,dog_bark,4.0

dog_bark\099.wav,dog_bark,4.0

dog_bark\100.wav,dog_bark,4.0

dog_bark\101.wav,dog_bark,4.0

dog_bark\102.wav,dog_bark,4.0

dog_bark\103.wav,dog_bark,4.0

dog_bark\104.wav,dog_bark,4.0

dog_bark\105.wav,dog_bark,4.0

dog_bark\106.wav,dog_bark,4.0

dog_bark\107.wav,dog_bark,4.0

dog_bark\108.wav,dog_bark,4.0

dog_bark\109.wav,dog_bark,4.0

dog_bark\110.wav,dog_bark,4.0

dog_bark\111.wav,dog_bark,4.0

dog_bark\112.wav,dog_bark,4.0

dog_bark\113.wav,dog_bark,4.0

dog_bark\114.wav,dog_bark,4.0

dog_bark\115.wav,dog_bark,4.0

dog_bark\116.wav,dog_bark,4.0

dog_bark\117.wav,dog_bark,4.0

dog_bark\118.wav,dog_bark,4.0

dog_bark\119.wav,dog_bark,4.0

dog_bark\120.wav,dog_bark,4.0

dog_bark\121.wav,dog_bark,4.0

dog_bark\122.wav,dog_bark,4.0

dog_bark\123.wav,dog_bark,4.0

dog_bark\124.wav,dog_bark,4.0

dog_bark\125.wav,dog_bark,4.0

dog_bark\126.wav,dog_bark,4.0

dog_bark\127.wav,dog_bark,4.0

dog_bark\128.wav,dog_bark,4.0

dog_bark\129.wav,dog_bark,4.0

dog_bark\130.wav,dog_bark,4.0

dog_bark\131.wav,dog_bark,4.0

dog_bark\132.wav,dog_bark,4.0

dog_bark\133.wav,dog_bark,4.0

dog_bark\134.wav,dog_bark,4.0

dog_bark\135.wav,dog_bark,4.0

dog_bark\136.wav,dog_bark,4.0

dog_bark\137.wav,dog_bark,4.0

dog_bark\138.wav,dog_bark,4.0

dog_bark\139.wav,dog_bark,4.0

dog_bark\140.wav,dog_bark,4.0

dog_bark\141.wav,dog_bark,4.0

dog_bark\142.wav,dog_bark,4.0

dog_bark\143.wav,dog_bark,4.0

dog_bark\144.wav,dog_bark,4.0

dog_bark\145.wav,dog_bark,4.0

dog_bark\146.wav,dog_bark,4.0

dog_bark\147.wav,dog_bark,4.0

dog_bark\148.wav,dog_bark,4.0

dog_bark\149.wav,dog_bark,4.0

dog_bark\150.wav,dog_bark,4.0

dog_bark\151.wav,dog_bark,4.0

dog_bark\152.wav,dog_bark,4.0

dog_bark\153.wav,dog_bark,4.0

dog_bark\154.wav,dog_bark,4.0

dog_bark\155.wav,dog_bark,4.0

dog_bark\156.wav,dog_bark,4.0

dog_bark\157.wav,dog_bark,4.0

dog_bark\158.wav,dog_bark,4.0

dog_bark\159.wav,dog_bark,4.0

dog_bark\160.wav,dog_bark,4.0

dog_bark\161.wav,dog_bark,4.0

dog_bark\162.wav,dog_bark,4.0

dog_bark\163.wav,dog_bark,4.0

dog_bark\164.wav,dog_bark,4.0

dog_bark\165.wav,dog_bark,4.0

dog_bark\166.wav,dog_bark,4.0

dog_bark\167.wav,dog_bark,4.0

dog_bark\168.wav,dog_bark,4.0

dog_bark\169.wav,dog_bark,4.0

dog_bark\170.wav,dog_bark,4.0

dog_bark\171.wav,dog_bark,4.0

dog_bark\172.wav,dog_bark,4.0

dog_bark\173.wav,dog_bark,4.0

dog_bark\174.wav,dog_bark,4.0

dog_bark\175.wav,dog_bark,4.0

dog_bark\176.wav,dog_bark,4.0

dog_bark\177.wav,dog_bark,4.0

dog_bark\178.wav,dog_bark,4.0

dog_bark\179.wav,dog_bark,4.0

dog_bark\180.wav,dog_bark,4.0

dog_bark\181.wav,dog_bark,4.0

dog_bark\182.wav,dog_bark,4.0

dog_bark\183.wav,dog_bark,4.0

dog_bark\184.wav,dog_bark,4.0

dog_bark\185.wav,dog_bark,4.0

dog_bark\186.wav,dog_bark,4.0

dog_bark\187.wav,dog_bark,4.0

dog_bark\188.wav,dog_bark,4.0

dog_bark\189.wav,dog_bark,4.0

dog_bark\190.wav,dog_bark,4.0

dog_bark\191.wav,dog_bark,4.0

dog_bark\192.wav,dog_bark,4.0

dog_bark\193.wav,dog_bark,4.0

dog_bark\194.wav,dog_bark,4.0

dog_bark\195.wav,dog_bark,4.0

dog_bark\196.wav,dog_bark,4.0

dog_bark\197.wav,dog_bark,4.0

dog_bark\198.wav,dog_bark,4.0

dog_bark\199.wav,dog_bark,4.0

dog_bark\200.wav,dog_bark,4.0

dog_bark\201.wav,dog_bark,4.0

dog_bark\202.wav,dog_bark,4.0

dog_bark\203.wav,dog_bark,4.0

dog_bark\204.wav,dog_bark,4.0

dog_bark\205.wav,dog_bark,4.0

dog_bark\206.wav,dog_bark,4.0

dog_bark\207.wav,dog_bark,4.0

dog_bark\208.wav,dog_bark,4.0

dog_bark\209.wav,dog_bark,4.0

dog_bark\210.wav,dog_bark,4.0

dog_bark\211.wav,dog_bark,4.0

dog_bark\212.wav,dog_bark,4.0

dog_bark\213.wav,dog_bark,4.0

dog_bark\214.wav,dog_bark,4.0

dog_bark\215.wav,dog_bark,4.0

dog_bark\216.wav,dog_bark,4.0

dog_bark\217.wav,dog_bark,4.0

dog_bark\218.wav,dog_bark,4.0

dog_bark\219.wav,dog_bark,4.0

dog_bark\220.wav,dog_bark,4.0

dog_bark\221.wav,dog_bark,4.0

dog_bark\222.wav,dog_bark,4.0

dog_bark\223.wav,dog_bark,4.0

dog_bark\224.wav,dog_bark,4.0

dog_bark\225.wav,dog_bark,4.0

dog_bark\226.wav,dog_bark,4.0

dog_bark\227.wav,dog_bark,4.0

dog_bark\228.wav,dog_bark,4.0

dog_bark\229.wav,dog_bark,4.0

dog_bark\230.wav,dog_bark,4.0

dog_bark\231.wav,dog_bark,4.0

dog_bark\232.wav,dog_bark,4.0

dog_bark\233.wav,dog_bark,4.0

dog_bark\234.wav,dog_bark,4.0

dog_bark\235.wav,dog_bark,4.0

dog_bark\236.wav,dog_bark,4.0

dog_bark\237.wav,dog_bark,4.0

dog_bark\238.wav,dog_bark,4.0

dog_bark\239.wav,dog_bark,4.0

dog_bark\240.wav,dog_bark,4.0

dog_bark\241.wav,dog_bark,4.0

dog_bark\242.wav,dog_bark,4.0

dog_bark\243.wav,dog_bark,4.0

dog_bark\244.wav,dog_bark,4.0

dog_bark\245.wav,dog_bark,4.0

dog_bark\246.wav,dog_bark,4.0

dog_bark\247.wav,dog_bark,4.0

dog_bark\248.wav,dog_bark,4.0

dog_bark\249.wav,dog_bark,4.0

dog_bark\250.wav,dog_bark,4.0

dog_bark\251.wav,dog_bark,4.0

dog_bark\252.wav,dog_bark,4.0

dog_bark\253.wav,dog_bark,4.0

dog_bark\254.wav,dog_bark,4.0

dog_bark\255.wav,dog_bark,4.0

dog_bark\256.wav,dog_bark,4.0

dog_bark\257.wav,dog_bark,4.0

dog_bark\258.wav,dog_bark,4.0

dog_bark\259.wav,dog_bark,4.0

dog_bark\260.wav,dog_bark,4.0

dog_bark\261.wav,dog_bark,4.0

dog_bark\262.wav,dog_bark,4.0

dog_bark\263.wav,dog_bark,4.0

dog_bark\264.wav,dog_bark,4.0

dog_bark\265.wav,dog_bark,4.0

dog_bark\266.wav,dog_bark,4.0

dog_bark\267.wav,dog_bark,4.0

dog_bark\268.wav,dog_bark,4.0

dog_bark\269.wav,dog_bark,4.0

dog_bark\270.wav,dog_bark,4.0

dog_bark\271.wav,dog_bark,4.0

dog_bark\272.wav,dog_bark,4.0

dog_bark\273.wav,dog_bark,4.0

dog_bark\274.wav,dog_bark,4.0

dog_bark\275.wav,dog_bark,4.0

dog_bark\276.wav,dog_bark,4.0

dog_bark\277.wav,dog_bark,4.0

dog_bark\278.wav,dog_bark,4.0

dog_bark\279.wav,dog_bark,4.0

dog_bark\280.wav,dog_bark,4.0

dog_bark\281.wav,dog_bark,4.0

dog_bark\282.wav,dog_bark,4.0

dog_bark\283.wav,dog_bark,4.0

dog_bark\284.wav,dog_bark,4.0

dog_bark\285.wav,dog_bark,4.0

dog_bark\286.wav,dog_bark,4.0

dog_bark\287.wav,dog_bark,4.0

dog_bark\288.wav,dog_bark,4.0

dog_bark\289.wav,dog_bark,4.0

dog_bark\290.wav,dog_bark,4.0

dog_bark\291.wav,dog_bark,4.0

dog_bark\292.wav,dog_bark,4.0

dog_bark\293.wav,dog_bark,4.0

dog_bark\294.wav,dog_bark,4.0

dog_bark\295.wav,dog_bark,4.0

dog_bark\296.wav,dog_bark,4.0

dog_bark\297.wav,dog_bark,4.0

dog_bark\298.wav,dog_bark,4.0

dog_bark\299.wav,dog_bark,4.0

dog_bark\300.wav,dog_bark,4.0

dog_bark\301.wav,dog_bark,4.0

dog_bark\302.wav,dog_bark,4.0

dog_bark\303.wav,dog_bark,4.0

dog_bark\304.wav,dog_bark,4.0

dog_bark\305.wav,dog_bark,4.0

dog_bark\306.wav,dog_bark,4.0

dog_bark\307.wav,dog_bark,4.0

dog_bark\308.wav,dog_bark,4.0

dog_bark\309.wav,dog_bark,4.0

dog_bark\310.wav,dog_bark,4.0

dog_bark\311.wav,dog_bark,4.0

dog_bark\312.wav,dog_bark,4.0

dog_bark\313.wav,dog_bark,4.0

dog_bark\314.wav,dog_bark,4.0

dog_bark\315.wav,dog_bark,4.0

dog_bark\316.wav,dog_bark,4.0

dog_bark\317.wav,dog_bark,4.0

dog_bark\318.wav,dog_bark,4.0

dog_bark\319.wav,dog_bark,4.0

dog_bark\320.wav,dog_bark,4.0

dog_bark\321.wav,dog_bark,4.0

dog_bark\322.wav,dog_bark,4.0

dog_bark\323.wav,dog_bark,4.0

dog_bark\324.wav,dog_bark,4.0

dog_bark\325.wav,dog_bark,4.0

dog_bark\326.wav,dog_bark,4.0

dog_bark\327.wav,dog_bark,4.0

dog_bark\328.wav,dog_bark,4.0

dog_bark\329.wav,dog_bark,4.0

dog_bark\330.wav,dog_bark,4.0

dog_bark\331.wav,dog_bark,4.0

dog_bark\332.wav,dog_bark,4.0

dog_bark\333.wav,dog_bark,4.0

dog_bark\334.wav,dog_bark,4.0

dog_bark\335.wav,dog_bark,4.0

dog_bark\336.wav,dog_bark,4.0

dog_bark\337.wav,dog_bark,4.0

dog_bark\338.wav,dog_bark,4.0

dog_bark\339.wav,dog_bark,4.0

dog_bark\340.wav,dog_bark,4.0

dog_bark\341.wav,dog_bark,4.0

dog_bark\342.wav,dog_bark,4.0

dog_bark\343.wav,dog_bark,4.0

dog_bark\344.wav,dog_bark,4.0

dog_bark\345.wav,dog_bark,4.0

dog_bark\346.wav,dog_bark,4.0

dog_bark\347.wav,dog_bark,4.0

dog_bark\348.wav,dog_bark,4.0

dog_bark\349.wav,dog_bark,4.0

dog_bark\350.wav,dog_bark,4.0

dog_bark\351.wav,dog_bark,4.0

dog_bark\352.wav,dog_bark,4.0

dog_bark\353.wav,dog_bark,4.0

dog_bark\354.wav,dog_bark,4.0

dog_bark\355.wav,dog_bark,4.0

dog_bark\356.wav,dog_bark,4.0

dog_bark\357.wav,dog_bark,4.0

dog_bark\358.wav,dog_bark,4.0

dog_bark\359.wav,dog_bark,4.0

dog_bark\360.wav,dog_bark,4.0

dog_bark\361.wav,dog_bark,4.0

dog_bark\362.wav,dog_bark,4.0

dog_bark\363.wav,dog_bark,4.0

dog_bark\364.wav,dog_bark,4.0

dog_bark\365.wav,dog_bark,4.0

dog_bark\366.wav,dog_bark,4.0

dog_bark\367.wav,dog_bark,4.0

dog_bark\368.wav,dog_bark,4.0

dog_bark\369.wav,dog_bark,4.0

dog_bark\370.wav,dog_bark,4.0

dog_bark\371.wav,dog_bark,4.0

dog_bark\372.wav,dog_bark,4.0

dog_bark\373.wav,dog_bark,4.0

dog_bark\374.wav,dog_bark,4.0

dog_bark\375.wav,dog_bark,4.0

dog_bark\376.wav,dog_bark,4.0

dog_bark\377.wav,dog_bark,4.0

dog_bark\378.wav,dog_bark,4.0

dog_bark\379.wav,dog_bark,4.0

dog_bark\380.wav,dog_bark,4.0

dog_bark\381.wav,dog_bark,4.0

dog_bark\382.wav,dog_bark,4.0

dog_bark\383.wav,dog_bark,4.0

dog_bark\384.wav,dog_bark,4.0

dog_bark\385.wav,dog_bark,4.0

dog_bark\386.wav,dog_bark,4.0

dog_bark\387.wav,dog_bark,4.0

dog_bark\388.wav,dog_bark,4.0

dog_bark\389.wav,dog_bark,4.0

dog_bark\390.wav,dog_bark,4.0

dog_bark\391.wav,dog_bark,4.0

dog_bark\392.wav,dog_bark,4.0

dog_bark\393.wav,dog_bark,4.0

dog_bark\394.wav,dog_bark,4.0

dog_bark\395.wav,dog_bark,4.0

dog_bark\396.wav,dog_bark,4.0

dog_bark\397.wav,dog_bark,4.0

dog_bark\398.wav,dog_bark,4.0

dog_bark\399.wav,dog_bark,4.0

dog_bark\400.wav,dog_bark,4.0

dog_bark\401.wav,dog_bark,4.0

dog_bark\402.wav,dog_bark,4.0

dog_bark\403.wav,dog_bark,4.0

dog_bark\404.wav,dog_bark,4.0

dog_bark\405.wav,dog_bark,4.0

dog_bark\406.wav,dog_bark,4.0

dog_bark\407.wav,dog_bark,4.0

dog_bark\408.wav,dog_bark,4.0

dog_bark\409.wav,dog_bark,4.0

dog_bark\410.wav,dog_bark,4.0

dog_bark\411.wav,dog_bark,4.0

dog_bark\412.wav,dog_bark,4.0

dog_bark\413.wav,dog_bark,4.0

dog_bark\414.wav,dog_bark,4.0

dog_bark\415.wav,dog_bark,4.0

dog_bark\416.wav,dog_bark,4.0

dog_bark\417.wav,dog_bark,4.0

dog_bark\418.wav,dog_bark,4.0

dog_bark\419.wav,dog_bark,4.0

dog_bark\420.wav,dog_bark,4.0

dog_bark\421.wav,dog_bark,4.0

dog_bark\422.wav,dog_bark,4.0

dog_bark\423.wav,dog_bark,4.0

dog_bark\424.wav,dog_bark,4.0

dog_bark\425.wav,dog_bark,4.0

dog_bark\426.wav,dog_bark,4.0

dog_bark\427.wav,dog_bark,4.0

dog_bark\428.wav,dog_bark,4.0

dog_bark\429.wav,dog_bark,4.0

dog_bark\430.wav,dog_bark,4.0

dog_bark\431.wav,dog_bark,4.0

dog_bark\432.wav,dog_bark,4.0

dog_bark\433.wav,dog_bark,4.0

dog_bark\434.wav,dog_bark,4.0

dog_bark\435.wav,dog_bark,4.0

dog_bark\436.wav,dog_bark,4.0

dog_bark\437.wav,dog_bark,4.0

dog_bark\438.wav,dog_bark,4.0

dog_bark\439.wav,dog_bark,4.0

dog_bark\440.wav,dog_bark,4.0

dog_bark\441.wav,dog_bark,4.0

dog_bark\442.wav,dog_bark,4.0

dog_bark\443.wav,dog_bark,4.0

dog_bark\444.wav,dog_bark,4.0

dog_bark\445.wav,dog_bark,4.0

dog_bark\446.wav,dog_bark,4.0

dog_bark\447.wav,dog_bark,4.0

dog_bark\448.wav,dog_bark,4.0

dog_bark\449.wav,dog_bark,4.0

dog_bark\450.wav,dog_bark,4.0

dog_bark\451.wav,dog_bark,4.0

dog_bark\452.wav,dog_bark,4.0

dog_bark\453.wav,dog_bark,4.0

dog_bark\454.wav,dog_bark,4.0

dog_bark\455.wav,dog_bark,4.0

dog_bark\456.wav,dog_bark,4.0

dog_bark\457.wav,dog_bark,4.0

dog_bark\458.wav,dog_bark,4.0

dog_bark\459.wav,dog_bark,4.0

dog_bark\460.wav,dog_bark,4.0

dog_bark\461.wav,dog_bark,4.0

dog_bark\462.wav,dog_bark,4.0

dog_bark\463.wav,dog_bark,4.0

dog_bark\464.wav,dog_bark,4.0

dog_bark\465.wav,dog_bark,4.0

dog_bark\466.wav,dog_bark,4.0

dog_bark\467.wav,dog_bark,4.0

dog_bark\468.wav,dog_bark,4.0

dog_bark\469.wav,dog_bark,4.0

dog_bark\470.wav,dog_bark,4.0

dog_bark\471.wav,dog_bark,4.0

dog_bark\472.wav,dog_bark,4.0

dog_bark\473.wav,dog_bark,4.0

dog_bark\474.wav,dog_bark,4.0

dog_bark\475.wav,dog_bark,4.0

dog_bark\476.wav,dog_bark,4.0

dog_bark\477.wav,dog_bark,4.0

dog_bark\478.wav,dog_bark,4.0

dog_bark\479.wav,dog_bark,4.0

dog_bark\480.wav,dog_bark,4.0

dog_bark\481.wav,dog_bark,4.0

dog_bark\482.wav,dog_bark,4.0

dog_bark\483.wav,dog_bark,4.0

dog_bark\484.wav,dog_bark,4.0

dog_bark\485.wav,dog_bark,4.0

dog_bark\486.wav,dog_bark,4.0

dog_bark\487.wav,dog_bark,4.0

dog_bark\488.wav,dog_bark,4.0

dog_bark\489.wav,dog_bark,4.0

dog_bark\490.wav,dog_bark,4.0

dog_bark\491.wav,dog_bark,4.0

dog_bark\492.wav,dog_bark,4.0

dog_bark\493.wav,dog_bark,4.0

dog_bark\494.wav,dog_bark,4.0

dog_bark\495.wav,dog_bark,4.0

dog_bark\496.wav,dog_bark,4.0

dog_bark\497.wav,dog_bark,4.0

dog_bark\498.wav,dog_bark,4.0

dog_bark\499.wav,dog_bark,4.0

dog_bark\500.wav,dog_bark,4.0

dog_bark\501.wav,dog_bark,4.0

dog_bark\502.wav,dog_bark,4.0

dog_bark\503.wav,dog_bark,4.0

dog_bark\504.wav,dog_bark,4.0

dog_bark\505.wav,dog_bark,4.0

dog_bark\506.wav,dog_bark,4.0

dog_bark\507.wav,dog_bark,4.0

dog_bark\508.wav,dog_bark,4.0

dog_bark\509.wav,dog_bark,4.0

dog_bark\510.wav,dog_bark,4.0

dog_bark\511.wav,dog_bark,4.0

dog_bark\512.wav,dog_bark,4.0

dog_bark\513.wav,dog_bark,4.0

dog_bark\514.wav,dog_bark,4.0

dog_bark\515.wav,dog_bark,4.0

dog_bark\516.wav,dog_bark,4.0

dog_bark\517.wav,dog_bark,4.0

dog_bark\518.wav,dog_bark,4.0

dog_bark\519.wav,dog_bark,4.0

dog_bark\520.wav,dog_bark,4.0

dog_bark\521.wav,dog_bark,4.0

dog_bark\522.wav,dog_bark,4.0

dog_bark\523.wav,dog_bark,4.0

dog_bark\524.wav,dog_bark,4.0

dog_bark\525.wav,dog_bark,4.0

dog_bark\526.wav,dog_bark,4.0

dog_bark\527.wav,dog_bark,4.0

dog_bark\528.wav,dog_bark,4.0

dog_bark\529.wav,dog_bark,4.0

dog_bark\530.wav,dog_bark,4.0

dog_bark\531.wav,dog_bark,4.0

dog_bark\532.wav,dog_bark,4.0

dog_bark\533.wav,dog_bark,4.0

dog_bark\534.wav,dog_bark,4.0

dog_bark\535.wav,dog_bark,4.0

dog_bark\536.wav,dog_bark,4.0

dog_bark\537.wav,dog_bark,4.0

dog_bark\538.wav,dog_bark,4.0

dog_bark\539.wav,dog_bark,4.0

dog_bark\540.wav,dog_bark,4.0

dog_bark\541.wav,dog_bark,4.0

dog_bark\542.wav,dog_bark,4.0

dog_bark\543.wav,dog_bark,4.0

dog_bark\544.wav,dog_bark,4.0

dog_bark\545.wav,dog_bark,4.0

dog_bark\546.wav,dog_bark,4.0

dog_bark\547.wav,dog_bark,4.0

dog_bark\548.wav,dog_bark,4.0

dog_bark\549.wav,dog_bark,4.0

dog_bark\550.wav,dog_bark,4.0

dog_bark\551.wav,dog_bark,4.0

dog_bark\552.wav,dog_bark,4.0

dog_bark\553.wav,dog_bark,4.0

dog_bark\554.wav,dog_bark,4.0

dog_bark\555.wav,dog_bark,4.0

dog_bark\556.wav,dog_bark,4.0

dog_bark\557.wav,dog_bark,4.0

dog_bark\558.wav,dog_bark,4.0

dog_bark\559.wav,dog_bark,4.0

dog_bark\560.wav,dog_bark,4.0

dog_bark\561.wav,dog_bark,4.0

dog_bark\562.wav,dog_bark,4.0

dog_bark\563.wav,dog_bark,4.0

dog_bark\564.wav,dog_bark,4.0

dog_bark\565.wav,dog_bark,4.0

dog_bark\566.wav,dog_bark,4.0

dog_bark\567.wav,dog_bark,4.0

dog_bark\568.wav,dog_bark,4.0

dog_bark\569.wav,dog_bark,4.0

dog_bark\570.wav,dog_bark,4.0

dog_bark\571.wav,dog_bark,4.0

dog_bark\572.wav,dog_bark,4.0

dog_bark\573.wav,dog_bark,4.0

dog_bark\574.wav,dog_bark,4.0

dog_bark\575.wav,dog_bark,4.0

dog_bark\576.wav,dog_bark,4.0

dog_bark\577.wav,dog_bark,4.0

dog_bark\578.wav,dog_bark,4.0

dog_bark\579.wav,dog_bark,4.0

dog_bark\580.wav,dog_bark,4.0

dog_bark\581.wav,dog_bark,4.0

dog_bark\582.wav,dog_bark,4.0

dog_bark\583.wav,dog_bark,4.0

dog_bark\584.wav,dog_bark,4.0

dog_bark\585.wav,dog_bark,4.0

dog_bark\586.wav,dog_bark,4.0

dog_bark\587.wav,dog_bark,4.0

dog_bark\588.wav,dog_bark,4.0

dog_bark\589.wav,dog_bark,4.0

dog_bark\590.wav,dog_bark,4.0

dog_bark\591.wav,dog_bark,4.0

dog_bark\592.wav,dog_bark,4.0

dog_bark\593.wav,dog_bark,4.0

dog_bark\594.wav,dog_bark,4.0

dog_bark\595.wav,dog_bark,4.0

dog_bark\596.wav,dog_bark,4.0

dog_bark\597.wav,dog_bark,4.0

dog_bark\598.wav,dog_bark,4.0

dog_bark\599.wav,dog_bark,4.0

dog_bark\600.wav,dog_bark,4.0

dog_bark\601.wav,dog_bark,4.0

dog_bark\602.wav,dog_bark,4.0

dog_bark\603.wav,dog_bark,4.0

dog_bark\604.wav,dog_bark,4.0

dog_bark\605.wav,dog_bark,4.0

dog_bark\606.wav,dog_bark,4.0

dog_bark\607.wav,dog_bark,4.0

dog_bark\608.wav,dog_bark,4.0

dog_bark\609.wav,dog_bark,4.0

dog_bark\610.wav,dog_bark,4.0

dog_bark\611.wav,dog_bark,4.0

dog_bark\612.wav,dog_bark,4.0

dog_bark\613.wav,dog_bark,4.0

dog_bark\614.wav,dog_bark,4.0

dog_bark\615.wav,dog_bark,4.0

dog_bark\616.wav,dog_bark,4.0

dog_bark\617.wav,dog_bark,4.0

footstep\001.wav,footstep,4.0

footstep\002.wav,footstep,4.0

footstep\003.wav,footstep,4.0

footstep\004.wav,footstep,4.0

footstep\005.wav,footstep,4.0

footstep\006.wav,footstep,4.0

footstep\007.wav,footstep,4.0

footstep\008.wav,footstep,4.0

footstep\009.wav,footstep,4.0

footstep\010.wav,footstep,4.0

footstep\011.wav,footstep,4.0

footstep\012.wav,footstep,4.0

footstep\013.wav,footstep,4.0

footstep\014.wav,footstep,4.0

footstep\015.wav,footstep,4.0

footstep\016.wav,footstep,4.0

footstep\017.wav,footstep,4.0

footstep\018.wav,footstep,4.0

footstep\019.wav,footstep,4.0

footstep\020.wav,footstep,4.0

footstep\021.wav,footstep,4.0

footstep\022.wav,footstep,4.0

